archivo,sección,tema,pregunta,subpregunta,juicio,evidencia procedente de la investigación,consideraciones adicionales
diabetes.txt,8.2.2,¿Las personas con DM1 deberían recibir una intervención educativa para prevenir o mejorar el manejo de descompensaciones metabólicas durante la intercurrencia de una enfermedad aguda ambulatoria?,l) ¿Es factible la implementación de la opción?,,Varía.,No se realizó una revisión de la evidencia disponible.,"El GAG considera que debe haber una línea de teléfono permanente, así como profesionales con conocimientos previos y/o formación específica. GUÍA DE PRÁCTICA CLÍNICA SOBRE DIABETES MELLITUS TIPO 1 215 La enfermedad aguda intercurrente puede descompensar a las personas con DM1 dificultando un adecuado control de su glucemia. Durante estos episodios, las personas experimentan cambios rápidos y significativos en sus niveles de glucosa; en consecuencia, el riesgo de complicaciones aumenta considerablemente. Estas complicaciones pueden incluir cetoacidosis diabética, hiperglucemia grave y, en casos más graves, coma diabético (433). La educación estructurada es una parte integral del cuidado de la DM1 (428). Por lo tanto, es esencial implementar estrategias efectivas que ayuden a las personas con DM1 a manejar mejor su condición durante episodios de enfermedad aguda para mitigar los riesgos. La intervención educativa estaría dirigida a mejorar la prevención, la identificación y el manejo de las descompensaciones metabólicas de las personas con DM1. Literatura previa en niños y adolescentes con DM1 ha revelado que educar a estos y a su familia se asocia con una disminución de hospitalizaciones y visitas al servicio de urgencias (436). Una intervención educativa centrada en proporcionar pautas sobre el manejo de las descompensaciones hiperglucémicas e hipoglucémicas y la búsqueda oportuna de atención médica podrían aportar beneficios potenciales, como la reducción de las complicaciones agudas y las hospitalizaciones. Recomendaciones 1. Se sugiere que todas las personas con DM1, así como sus familiares o cuidadores, reciban educación terapéutica enfocada en la identificación, prevención y manejo de complicaciones agudas en caso de enfermedad intercurrente, incluidas la cetosis, la cetoacidosis y otras posibles causas de descompensaciones metabólicas, con el fin de evitar hospitalizaciones. [Débil a favor] 2. En personas con DM1 durante enfermedad intercurrente aguda ambulatoria, se sugiere implementar intervenciones educativas para evitar hospitalizaciones por descompensaciones metabólicas como la cetoacidosis. [Débil a favor] GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS  216 Justificación Se han formulado dos recomendaciones débiles a favor. La primera, a favor de que todas las personas con DM1, así como sus familiares o cuidadores, reciban educación terapéutica para prevenir, identificar y manejar complicaciones agudas en caso de enfermedad intercurrente y, la segunda, a favor de que las personas con DM1 durante la enfermedad aguda intercurrente reciban una intervención educativa para prevenir y/o manejar las descompensaciones metabólicas. El GAG ha considerado la magnitud de los efectos deseables esperados como grande, reduciéndose las hospitalizaciones por cetoacidosis, si bien, la certeza en la evidencia ha sido considerada baja. De la evidencia a la recomendación En este apartado se presenta el contenido de la tabla de formulación de recomendaciones (Marco EtD). Para cada criterio se hace constar el juicio sobre el mismo, la evidencia procedente de la investigación, la información adicional recogida de las reuniones del GAG y las consideraciones que tuvieron en cuenta los miembros del mismo:"
diabetes.txt,8.2.2,¿Las personas con DM1 deberían recibir una intervención educativa para prevenir o mejorar el manejo de descompensaciones metabólicas durante la intercurrencia de una enfermedad aguda ambulatoria?,a) ¿Es prioritario este problema?,,Probablemente sí.,"Si bien las personas con DM1, especialmente niños y adolescentes, con un manejo glucémico dentro de objetivos no suelen experimentar mayor cantidad de enfermedades o infecciones intercurrentes que la población general. Sin embargo, procesos infecciosos o incluso las enfermedades infantiles habituales pueden hacer que el manejo de la diabetes sea más complejo, aumentando el riesgo de complicaciones metabólicas como la hipoglucemia o la cetoacidosis diabética. Las enfermedades que cursan con fiebre tienden a incrementar la glucemia debido al nivel de hormonas de estrés, causando un aumento de la resistencia a la insulina y un aumento de la glucogenólisis y de la gluconeogénesis, lo cual incrementa el riesgo de cetoacidosis. Las enfermedades asociadas que cursan con vómitos y diarrea podrían contribuir a disminuir la glucosa en sangre y por tanto a un mayor riesgo de hipoglucemia (437,438).",
diabetes.txt,8.2.2,¿Las personas con DM1 deberían recibir una intervención educativa para prevenir o mejorar el manejo de descompensaciones metabólicas durante la intercurrencia de una enfermedad aguda ambulatoria?,b) ¿Cuál es la magnitud de los efectos deseables esperados?,,Grande.,"Se seleccionaron dos estudios observacionales que incluyeron un total de 407 participantes (439,440). En el estudio con diseño antes-después de Vitale et al., publicado en 2018, se evaluó una intervención educativa breve en un centro médico GUÍA DE PRÁCTICA CLÍNICA SOBRE DIABETES MELLITUS TIPO 1 217 (consejo médico y folleto informativo con algoritmo de acción) a través de un cuestionario a 76 personas con DM1 (2 a 22 años [42 < 13 años y 34 ≥ 13 años]) (439). Por su parte, en el estudio de Deeb et al. de 2016 se evaluó el impacto de la implementación de un modelo de cuidados en adultos (>18 años) con diabetes (95% DM1) a través de la tasa de admisión por cetoacidosis diabética antes y después de la implementación (440). Se entrenó al personal de salud (enfermería) del servicio de Diabetes como “educadores” con entrenamiento en el manejo de la enfermedad y sus complicaciones. Cada paciente tenía un educador asignado (varios pacientes por educador), quien era su contacto directo ante la presencia de síntomas. Además, cada grupo de pacientes era entrenado por su educador en el reconocimiento de síntomas, manejo de dispositivos, así como en la educación de la familia del paciente. A continuación, se resumen los resultados por desenlace de interés: Consulta al servicio de urgencias En el estudio de Vitale et al. (439), cuando se midió la consulta al servicio de urgencias fue de 0,22 pacientes/año previo a la intervención y de 0,13 pacientes/año después de la intervención, sin hallarse diferencias significativas, con una tendencia significativa a realizar mayor cantidad de llamadas telefónicas en el subgrupo de pacientes menores de 13 años y mayor cantidad de visitas en el subgrupo > de 13 años (0,21 a 0,10 pacientes / año) en este caso hallando una diferencia significativa. Los autores no informan la cantidad total de eventos, ni los intervalos de confianza. Hospitalización por cetoacidosis La participación en intervenciones educativas para la DM, en el seguimiento a los 5 años, reduce las hospitalizaciones por cetoacidosis (efecto muy grande) (RR: 0,17; IC95%: 0,07, 0,39, k = 1; n = 1.513), por encima del umbral de relevancia clínica establecido (RR = 0,8). Para más información se pueden consultar los perfiles de evidencia GRADE disponibles en el material metodológico.","El GAG considera que hay más causas de descompensación metabólica como la cetoacidosis, por lo tanto, la educación no debe ceñirse a las enfermedades intercurrentes."
diabetes.txt,8.2.2,¿Las personas con DM1 deberían recibir una intervención educativa para prevenir o mejorar el manejo de descompensaciones metabólicas durante la intercurrencia de una enfermedad aguda ambulatoria?,c) ¿Cuál es la magnitud de los efectos indeseables esperados?,,Insignificante.,No hay evidencia disponible,"El GAG considera que, aunque las intervenciones educativas para prevenir o mejorar el manejo de descompensaciones metabólicas, como cualquier otra intervención educativa, puede no estar exenta de efectos adversos, se consideran muy improbables, GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS  218 tanto desde un punto de vista teórico como desde la evidencia indirecta sobre este tipo de intervenciones en esta misma GPC."
diabetes.txt,8.2.2,¿Las personas con DM1 deberían recibir una intervención educativa para prevenir o mejorar el manejo de descompensaciones metabólicas durante la intercurrencia de una enfermedad aguda ambulatoria?,d) ¿Cuál es la certeza global en la evidencia sobre los efectos?,,Baja.,"El GAG considera la certeza global en la evidencia sobre los efectos como muy baja. La valoración por desenlace se resume a continuación: Consulta al servicio de urgencias: Calidad de evidencia muy baja. Limitación debida a un bajo número de pacientes, en un único centro y basado en el autoinforme de visitas. Hospitalización por cetoacidosis: Calidad de evidencia baja. Limitación debida a que se empleó como grupo control un estudio que informa la incidencia de cetoacidosis en una población con características similares, pero en otro contexto geográfico y cultural.",
diabetes.txt,8.2.2,¿Las personas con DM1 deberían recibir una intervención educativa para prevenir o mejorar el manejo de descompensaciones metabólicas durante la intercurrencia de una enfermedad aguda ambulatoria?,e) ¿Existe incertidumbre o variabilidad importante sobre cómo,,Probablemente no hay variabilidad o incertidumbre importante.,No se identificaron estudios que informen del valor que las personas con DM1 otorgan a los diferentes desenlaces.,"El GAG, en base a su propio criterio, considera poco probable que exista variabilidad en cuanto a cómo las personas con DM1 valoran los desenlaces principales"
diabetes.txt,8.2.2,¿Las personas con DM1 deberían recibir una intervención educativa para prevenir o mejorar el manejo de descompensaciones metabólicas durante la intercurrencia de una enfermedad aguda ambulatoria?,g) ¿Cuál es la magnitud de los recursos requeridos (costes)?,,Costes moderados.,No se realizó una revisión de la evidencia disponible,"El GAG tuvo en cuenta los siguientes aspectos: GUÍA DE PRÁCTICA CLÍNICA SOBRE DIABETES MELLITUS TIPO 1 219 1. Es necesario personal totalmente adiestrado, formado no solo en diabetes, sino en la realización de programas educativos estructurados en DM1. 2. La complejidad de los programas va en aumento con el desarrollo de nuevas tecnologías como los sensores, bombas, etc. 3. En los programas estructurados, muchas veces las sesiones son grupales y requieren de una mayor organización y disponibilidad de recursos materiales y espaciales (salas, aulas, etc.). Este uso de recursos aumentado puede compensarse con el hecho de que en las sesiones grupales se requieren menos recursos de personal para llegar al mismo número de personas. Aunque si se reconocen desigualdades en el nivel de comprensión de los programas formativos grupales, pueden requerirse sesiones individuales con ciertos pacientes."
diabetes.txt,8.2.2,¿Las personas con DM1 deberían recibir una intervención educativa para prevenir o mejorar el manejo de descompensaciones metabólicas durante la intercurrencia de una enfermedad aguda ambulatoria?,h) ¿Cuál es la certeza en torno a la evidencia sobre los recursos,,Ningún estudio incluido.,No se realizó una revisión de la evidencia disponible,
diabetes.txt,8.2.2,¿Las personas con DM1 deberían recibir una intervención educativa para prevenir o mejorar el manejo de descompensaciones metabólicas durante la intercurrencia de una enfermedad aguda ambulatoria?,"i) El coste-efectividad de la intervención, ¿favorece a la",,Probablemente favorece la intervención.,No se realizó una revisión de la evidencia disponible.,"El juicio del GAG se fundamenta en las tasas de hospitalización por cetoacidosis observadas en la evidencia considerada sobre los efectos deseables e indeseables. Se estima que, con la intervención educativa, podrían evitarse aproximadamente 100 hospitalizaciones por cada 1.000 pacientes en un periodo de 5 años."
diabetes.txt,8.2.2,¿Las personas con DM1 deberían recibir una intervención educativa para prevenir o mejorar el manejo de descompensaciones metabólicas durante la intercurrencia de una enfermedad aguda ambulatoria?,j) ¿Cuál sería el impacto en la equidad en salud?,,Varía.,No se realizó una revisión de la evidencia disponible.,"Para el juicio, el GAG tuvo en cuenta los siguientes aspectos: 1. Las barreras de acceso en tiempo y espacio han mejorado en paralelo a las mejoras tecnológicas. GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS  220 2. Existen experiencias en las que se disminuye las barreras al acceso mediante el uso de sesiones telemáticas de formación 3. El nivel educativo previo, especialmente el conocimiento matemático (competencia numérica para el cálculo de macronutrientes), o el entendimiento de los conceptos puede condicionar el efecto de la intervención. 4. Pueden presentarse barreras idiomáticas. 5. Los horarios de algunas actividades laborales de los pacientes dificultan la asistencia a los programas de formación estructurados. 6. El material educativo para personas con deficiencia visual es muy escaso o inexistente. 7. En determinadas regiones del territorio nacional, no existen profesionales formados para implementar programas educativos estructurados. 8. Existen numerosos centros a nivel nacional que cuentan con un Hospital de Día especializado en diabetes, con horarios amplios de atención, donde se abordan complicaciones agudas y se trabaja en la prevención de su evolución."
